rowname	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
TU3125	13.528691139537806	-0.8998519081062627	0.4651500026524704	-1.934541337149197	0.05304660473537533	0.11258011560832169
TU748	782.7175378288927	0.22044285588874976	0.11402397521965896	1.9333026713380455	0.053198922939963145	0.1128436413049271
TU3242	26.491746503303602	0.6145805249599658	0.31812027361975415	1.9319124743824645	0.05337030983810658	0.11309599455547648
TU404	40.14343128638698	0.5298928372287977	0.2742886849524514	1.9318800457286667	0.05337431321999539	0.11309599455547648
TU2037	376.61518894733894	-0.4447306231272597	0.23048638906380328	-1.929530958134579	0.05366498062657869	0.11365182637715478
TU382	24.371629494650342	-0.6255566768554112	0.32453694667802585	-1.9275360887524093	0.05391285502931494	0.11411649198126907
TU3427	472.87832018594423	0.2990232063807834	0.1551751375750988	1.927004615904192	0.05397905468654254	0.114196322025514
TU3163	78.05803386175967	-0.3816383336165436	0.1981013862075349	-1.9264798743847849	0.054044482446738235	0.11427443572203247
TU1647	1357.2261227295635	-0.47305783987146993	0.2456062230178969	-1.926082466717462	0.05409407753068438	0.11431900728545792
TU2665	541.760911243855	0.23243254276642933	0.12069289940465211	1.9258178725754451	0.05412711901061373	0.11432856697236587
TU542	4769.880032709711	-0.18965272113839102	0.09852774954983137	-1.9248660606266288	0.05424611685611089	0.11451958002956743
TU5038	178.89181979932422	-0.3239326452098797	0.16848542081212417	-1.9226152841502686	0.05452838307561666	0.11505488828955114
TU1010	567.2448533258563	0.20798765811721445	0.10823664151262244	1.9216011806219908	0.054655959936336436	0.11526341051276842
TU2281	595.6888857619723	0.2213311948342304	0.11521226501226517	1.9210732018042358	0.05472247952977655	0.11534301810456059
TU1320	9.196402421702913	-0.9708987878908257	0.5058333121717358	-1.919404603311684	0.054933148821203606	0.11572621840473213
TU3179	105.64294659844298	-0.4620417017870853	0.24090541776067836	-1.9179381936776922	0.055118848583111245	0.11597690331264188
TU3617	16.049344505560075	-0.8170902993432153	0.42606053005689687	-1.917779849811715	0.055138931831852186	0.11597690331264188
TU5114	33.83502473611508	0.6601876876202153	0.3441748906703931	1.9181750485466387	0.055088818920737435	0.11597690331264188
TU2094	8.777809232133533	-1.0316347266160897	0.5383291743184224	-1.91636414266836	0.055318761620443226	0.11626513543587637
TU2898	6.324590820992075	-1.204570227067094	0.6286098464366183	-1.916244605291191	0.05533396817452036	0.11626513543587637
TU662	125.03626548816331	-0.2931196097488994	0.15300126830413516	-1.9157985616579183	0.055390740903964425	0.11632345745625636
TU2120	1382.4714374681464	0.1914352971448168	0.09993751166290994	1.9155499667685307	0.05542240328734882	0.1163290129732887
TU2578	2251.2328514107617	0.21203695190635322	0.11072267023606396	1.915027441573476	0.05548900407941929	0.11640785837487805
TU3379	4.00682401177199	-1.530151512127416	0.7992215701364265	-1.9145523210368565	0.05554962057502855	0.1164740736847748
TU3715	45.89945551056759	-0.49544570169813595	0.2588448960274277	-1.9140640178805672	0.055611976408315514	0.11654386483059953
TU2301	3254.651459717282	0.2010076547624068	0.10503621649733126	1.913698545753635	0.05565868498944586	0.11658080884153
TU2433	75.21449309669819	-0.3696347317681354	0.1933643447249858	-1.91159715765516	0.05592788419288035	0.11702855210020811
TU676	12.911340787770357	-0.8542050463700891	0.44685947819793365	-1.9115741928869285	0.05593083208381111	0.11702855210020811
TU720	214.4975390430403	-0.4155221600931975	0.21749696486342426	-1.910473373061191	0.05607229156287466	0.11726333691996062
TU3162	683.9767892198636	0.20755237004754903	0.10865905229882596	1.9101249795254436	0.0561171234602014	0.11729590612718843
TU3566	19.935017968885266	-0.7398702745373474	0.387587371005476	-1.908912234725249	0.05627341446009948	0.1175612915948613
TU1721	23.1643757713575	-0.7132312318872083	0.37380519910924404	-1.9080291916399148	0.0563874434251305	0.11773815661007718
TU2077	22.59474527874241	-0.6726001685072002	0.35273034815244747	-1.9068395221170686	0.056541371696823425	0.11799810470201204
TU2240	56.62365218264084	-0.43000693832418213	0.2256462003286161	-1.905668864345815	0.056693181332733315	0.11825336314408316
TU5043	5.204832634967536	-1.2820664116959635	0.6733133343479406	-1.9041155822906135	0.056895132747317535	0.11861288985127197
TU1052	140.83073085085212	0.37769269983922216	0.1984716160494316	1.9030061192485759	0.05703974676656894	0.11866358433338992
TU1125	2751.0464136504756	0.23608247149658027	0.1240650323015208	1.9028929192781612	0.05705451910071163	0.11866358433338992
TU1373	812.1740309278676	-0.23575091778145807	0.12389724397276146	-1.9027938816240932	0.05706744589542922	0.11866358433338992
TU346	57.63333566505274	-0.46137496016059565	0.2423758751786793	-1.903551497526189	0.05696862074823369	0.11866358433338992
TU95	395.80246478486754	0.20899384848303734	0.10980881717356591	1.90325197796	0.05700767373325895	0.11866358433338992
TU3296	709.5976655551954	0.238363140540842	0.12531343712635812	1.9021355251830796	0.05715343918019942	0.11878078676693596
TU2992	26.807607969059365	-0.8465413876307748	0.44643797059831414	-1.8962127851630628	0.05793191325073457	0.12033629027056729
TU152	2005.050228893901	-0.21909262822901893	0.11556358060768653	-1.8958622351170584	0.05797826379440419	0.12037020173576718
TU185	18.516724934550293	0.7521824758243818	0.3968919756283315	1.8951818681483277	0.05806831145440765	0.12043241625489925
TU7017	11.467266422469509	1.117632379191759	0.5896605832245326	1.8953825488555403	0.05804173896492935	0.12043241625489925
